date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2016-10-15,967214.2652478869,82,63503434.1105354,5.77,595304.0,69,339.5758543440628
2016-10-16,381241.30534747755,98,63843652.631578945,5.8,262490.0,81,534.747688804
2016-10-17,980532.8788020161,277,62964193.809523806,5.72,1065750.0,180,572.0
2016-10-18,609783.6792973166,191,55463294.97247706,5.04,1201840.0,125,504.0
2016-10-19,305741.3095080723,129,59995534.54198474,5.45,371488.0,93,507.32959999999997
2016-10-20,693857.7213271365,126,57593752.641878664,5.24,237343.0,97,202.96773469860003
2016-10-21,353659.59621097025,134,56414458.28096118,5.13,353304.0,94,102.5487
2016-10-22,200557.9122205653,199,59822710.39399625,5.44,348124.0,80,0.544
2016-10-23,426719.1653296186,92,58516902.533081286,5.32,143175.0,80,496.36925770600004
2016-10-24,316161.40920914663,134,58060526.78362574,5.28,229791.0,100,525.0696
2016-10-25,387939.91501940496,144,56461506.75000001,5.13,542001.0,103,578.958975
2016-10-26,1407564.4749102942,222,53167295.17647059,4.83,734443.0,149,47.813297032200005
2016-10-27,682404.3127394622,951,56145574.251497,5.1,544258.0,172,9.517526568
2016-10-28,330373.8436436937,2017,55056134.01805869,5.01,415731.99999999994,145,0.955322779463186
2016-10-29,883638.6681854653,3271,48742330.7055961,4.43,751009.0,214,0.07397168684238078
2016-10-30,256872.38671967306,2302,45800741.16129032,4.16,346497.0,161,0.004602050666164557
2016-10-31,341866.80652781425,582,50939728.202247195,4.63,306438.0,153,0.00248478688083007
2016-11-01,682104.5231997354,4863,48986742.71604939,4.45,957072.0,202,0.00013106252536797155
2016-11-02,143336.19650136007,214,43978900.0,4.0,373719.0,172,0.0589316573191064
2016-11-03,227279.66121984567,121,48518192.800000004,4.41,463674.0,80,708.3429168889037
2016-11-04,795412.948872901,75,49457167.80821918,4.5,563631.0,56,899.5500000000001
2016-11-05,434560.3504783623,174,48137183.26530612,4.38,713930.0,104,715.4269107273
2016-11-06,608235.7116378655,132,59254378.185483865,5.39,490816.0,87,644.0330558700499
2016-11-07,393108.3935339483,125,54453025.0,4.95,562070.0,73,594.0
2016-11-08,131076.36569840088,141,53420667.90697674,4.86,218784.0,115,186.28901371080002
2016-11-09,531035.28752653,139,52031983.206278026,4.73,925290.0,86,766.5839016495
2016-11-10,1151475.4883910387,140,49016135.76374745,4.46,450393.00000000006,82,557.4108
2016-11-11,386845.4920660217,126,54067442.22680413,4.92,268521.0,87,984.0
2016-11-12,244537.6792302261,81,53310752.766393445,4.85,263426.0,62,617.3188868919999
2016-11-13,1043125.666161554,210,53713521.201716736,4.88,129046.99999999999,117,678.9594085636
2016-11-14,1822279.7281937143,96,51206271.05504587,4.66,119725.00000000001,74,1561.1000000000001
2016-11-15,171378.61058125107,92,48001495.82608697,4.36,242285.0,66,436.00000000000006
2016-11-16,109480.02732736708,74,50530613.93406593,4.59,223103.0,57,651.8716814861999
2016-11-17,177814.5494109691,84,50066981.24999999,4.55,290490.0,59,1145.11471904375
2016-11-18,502859.3268348499,111,49223441.355932206,4.48,523043.0,75,891.5200000000001
